Source,Target,Type,Id,Label,timeset,Weight
274992429193756,195184647254034,Directed,258,,,1
274992429193756,284260788250964,Directed,259,,,1
274992429193756,156503417751582,Directed,260,,,1
274992429193756,183649225024927,Directed,261,,,1
274992429193756,57022040758,Directed,262,,,1
274992429193756,124948924224350,Directed,263,,,1
274992429193756,216439283312,Directed,264,,,1
274992429193756,189924944361205,Directed,265,,,1
274992429193756,194229153972356,Directed,266,,,1
275454095938554,1629939867277458,Directed,267,,,1
275454095938554,1508014412803227,Directed,268,,,1
275454095938554,1506119609658663,Directed,269,,,1
275454095938554,168743617253,Directed,270,,,1
275454095938554,409862902386669,Directed,271,,,1
275454095938554,259734367425344,Directed,272,,,1
275454095938554,817856801562594,Directed,273,,,1
275454095938554,298067193732972,Directed,274,,,1
275454095938554,110505715638171,Directed,275,,,1
275454095938554,406640272742843,Directed,276,,,1
275454095938554,100132046833626,Directed,277,,,1
275454095938554,1401242116757930,Directed,278,,,1
275454095938554,326797144544,Directed,279,,,1
275454095938554,1413085582280482,Directed,280,,,1
275454095938554,123243941056130,Directed,281,,,1
275454095938554,279350617739,Directed,282,,,1
275454095938554,97041406678,Directed,283,,,1
275454095938554,409062972558113,Directed,284,,,1
275454095938554,158190387560587,Directed,285,,,1
275454095938554,193631447514110,Directed,286,,,1
275454095938554,162789783747966,Directed,287,,,1
275454095938554,151596644901231,Directed,288,,,1
275454095938554,1645725225708665,Directed,289,,,1
275454095938554,431532453536925,Directed,290,,,1
275454095938554,307867347023,Directed,291,,,1
324978082784,1490824904542864,Directed,292,,,1
110955563771,254672267943304,Directed,293,,,1
110955563771,420594668109932,Directed,294,,,1
970102866336353,1583529498599630,Directed,295,,,1
970102866336353,454884748003853,Directed,296,,,1
193631447514110,108379099286148,Directed,297,,,1
193631447514110,152369524855313,Directed,298,,,1
193631447514110,17136313137,Directed,299,,,1
193631447514110,97041406678,Directed,300,,,1
193631447514110,14302129065,Directed,301,,,1
193631447514110,582169155148474,Directed,302,,,1
193631447514110,21793473043,Directed,303,,,1
193631447514110,148349507804,Directed,304,,,1
193631447514110,186676354713214,Directed,305,,,1
193631447514110,55432788477,Directed,306,,,1
193631447514110,438113889610097,Directed,307,,,1
193631447514110,1594162734205923,Directed,308,,,1
193631447514110,1608370549417983,Directed,309,,,1
193631447514110,191841854203209,Directed,310,,,1
193631447514110,508408712654707,Directed,311,,,1
193631447514110,858798520870014,Directed,312,,,1
193631447514110,829804810366956,Directed,313,,,1
193631447514110,298995413558534,Directed,314,,,1
193631447514110,51946639172,Directed,315,,,1
193631447514110,7832289087,Directed,316,,,1
193631447514110,1422202204746857,Directed,317,,,1
193631447514110,146881602044017,Directed,318,,,1
468651299852439,1589010604682631,Directed,319,,,1
468651299852439,163566147024734,Directed,320,,,1
468651299852439,432551683541698,Directed,321,,,1
817856801562594,1592784364308726,Directed,322,,,1
817856801562594,158190387560587,Directed,323,,,1
817856801562594,371248909584229,Directed,324,,,1
817856801562594,193631447514110,Directed,325,,,1
287748444683052,334273859939528,Directed,326,,,1
287748444683052,991864984168598,Directed,327,,,1
287748444683052,280395962029361,Directed,328,,,1
287748444683052,1413085582280482,Directed,329,,,1
287748444683052,494796217322155,Directed,330,,,1
287748444683052,158190387560587,Directed,331,,,1
287748444683052,515600455164384,Directed,332,,,1
287748444683052,1779909538943763,Directed,333,,,1
287748444683052,307867347023,Directed,334,,,1
287748444683052,193631447514110,Directed,335,,,1
287748444683052,159848270795155,Directed,336,,,1
438973352975895,1646211032336032,Directed,337,,,1
438973352975895,468651299852439,Directed,338,,,1
438973352975895,158190387560587,Directed,339,,,1
307867347023,300952200014333,Directed,340,,,1
307867347023,249881778394539,Directed,341,,,1
307867347023,123905300955489,Directed,342,,,1
307867347023,245598932260466,Directed,343,,,1
307867347023,1483918641869460,Directed,344,,,1
307867347023,225695683920,Directed,345,,,1
307867347023,1049494131750815,Directed,346,,,1
307867347023,370924116617,Directed,347,,,1
307867347023,315691848625591,Directed,348,,,1
307867347023,287748444683052,Directed,349,,,1
307867347023,491511750900761,Directed,350,,,1
307867347023,101003743564271,Directed,351,,,1
307867347023,686428438152020,Directed,352,,,1
307867347023,191841854203209,Directed,353,,,1
307867347023,438221496348657,Directed,354,,,1
307867347023,751055421669801,Directed,355,,,1
307867347023,241208089230937,Directed,356,,,1
307867347023,910032875720828,Directed,357,,,1
307867347023,51571361925,Directed,358,,,1
307867347023,1421983674772675,Directed,359,,,1
307867347023,299421523597613,Directed,360,,,1
307867347023,491719864313231,Directed,361,,,1
307867347023,549937955142119,Directed,362,,,1
307867347023,6815841748,Directed,363,,,1
307867347023,991864984168598,Directed,364,,,1
307867347023,156992297688308,Directed,365,,,1
307867347023,233609130017513,Directed,366,,,1
307867347023,110955563771,Directed,367,,,1
307867347023,191167267615764,Directed,368,,,1
307867347023,237246116479100,Directed,369,,,1
307867347023,325105720994574,Directed,370,,,1
307867347023,112054555472842,Directed,371,,,1
307867347023,216740968376511,Directed,372,,,1
307867347023,470933219592244,Directed,373,,,1
307867347023,86869798098,Directed,374,,,1
307867347023,1398413350410608,Directed,375,,,1
307867347023,171251403059325,Directed,376,,,1
307867347023,425542070822039,Directed,377,,,1
307867347023,668120649916798,Directed,378,,,1
307867347023,468651299852439,Directed,379,,,1
307867347023,181604922036786,Directed,380,,,1
307867347023,149888811887324,Directed,381,,,1
307867347023,214076578776623,Directed,382,,,1
307867347023,558040727622966,Directed,383,,,1
307867347023,104015739635258,Directed,384,,,1
307867347023,409062972558113,Directed,385,,,1
307867347023,184170865112900,Directed,386,,,1
307867347023,158190387560587,Directed,387,,,1
307867347023,20531316728,Directed,388,,,1
307867347023,97041406678,Directed,389,,,1
307867347023,168196156560045,Directed,390,,,1
307867347023,301197456664021,Directed,391,,,1
307867347023,168743617253,Directed,392,,,1
307867347023,151596644901231,Directed,393,,,1
307867347023,100290213460126,Directed,394,,,1
307867347023,387710777966682,Directed,395,,,1
307867347023,171497652907018,Directed,396,,,1
307867347023,1645725225708665,Directed,397,,,1
307867347023,290731578078,Directed,398,,,1
307867347023,281475481867946,Directed,399,,,1
307867347023,194971430602434,Directed,400,,,1
307867347023,196152333836717,Directed,401,,,1
307867347023,280395962029361,Directed,402,,,1
307867347023,155293341154786,Directed,403,,,1
307867347023,335748146479328,Directed,404,,,1
307867347023,324978082784,Directed,405,,,1
307867347023,279350617739,Directed,406,,,1
307867347023,494796217322155,Directed,407,,,1
307867347023,136117926476442,Directed,408,,,1
307867347023,162789783747966,Directed,409,,,1
307867347023,105597260718,Directed,410,,,1
307867347023,231038493528,Directed,411,,,1
307867347023,136581166383109,Directed,412,,,1
307867347023,123243941056130,Directed,413,,,1
307867347023,12415375791,Directed,414,,,1
307867347023,193631447514110,Directed,415,,,1
354150288106600,214920142051670,Directed,416,,,1
635962713207245,81679398478,Directed,417,,,1
635962713207245,1621221168148375,Directed,418,,,1
635962713207245,470933219592244,Directed,419,,,1
635962713207245,531169226939488,Directed,420,,,1
635962713207245,160045201668,Directed,421,,,1
635962713207245,225695683920,Directed,422,,,1
635962713207245,14302129065,Directed,423,,,1
635962713207245,118465851142,Directed,424,,,1
635962713207245,126450910743068,Directed,425,,,1
1621221168148375,152642552902,Directed,426,,,1
1621221168148375,181119939152,Directed,427,,,1
1621221168148375,97041406678,Directed,428,,,1
1621221168148375,89146619663,Directed,429,,,1
1621221168148375,214920142051670,Directed,430,,,1
583181875117786,214920142051670,Directed,431,,,1
583181875117786,158190387560587,Directed,432,,,1
583181875117786,12415375791,Directed,433,,,1
583181875117786,307867347023,Directed,434,,,1
583181875117786,17136313137,Directed,435,,,1
118465851142,118316431545225,Directed,436,,,1
118465851142,192669784168,Directed,437,,,1
118465851142,152642552902,Directed,438,,,1
118465851142,148349507804,Directed,439,,,1
118465851142,126450910743068,Directed,440,,,1
118465851142,1621221168148375,Directed,441,,,1
118465851142,106661462736035,Directed,442,,,1
118465851142,186676354713214,Directed,443,,,1
118465851142,311865825370,Directed,444,,,1
118465851142,100150961991,Directed,445,,,1
192669784168,256044471099295,Directed,446,,,1
192669784168,146040298774725,Directed,447,,,1
192669784168,130379783504,Directed,448,,,1
192669784168,311865825370,Directed,449,,,1
192669784168,126450910743068,Directed,450,,,1
192669784168,118465851142,Directed,451,,,1
663248913807492,118465851142,Directed,452,,,1
663248913807492,126450910743068,Directed,453,,,1
100150961991,97041406678,Directed,454,,,1
100150961991,118465851142,Directed,455,,,1
100150961991,181119939152,Directed,456,,,1
100150961991,10675081307,Directed,457,,,1
100150961991,126450910743068,Directed,458,,,1
1504195516527269,192669784168,Directed,459,,,1
110020299887,162789783747966,Directed,460,,,1
110020299887,411890848859847,Directed,461,,,1
411890848859847,155088471199849,Directed,462,,,1
1436497756637713,155088471199849,Directed,463,,,1
205041803007679,186676354713214,Directed,464,,,1
205041803007679,26399672578,Directed,465,,,1
205041803007679,155088471199849,Directed,466,,,1
1224359854257386,225695683920,Directed,467,,,1
160045201668,225695683920,Directed,468,,,1
124008791000088,17136313137,Directed,469,,,1
124008791000088,126450910743068,Directed,470,,,1
124008791000088,97041406678,Directed,471,,,1
124008791000088,21793473043,Directed,472,,,1
124008791000088,108563442514627,Directed,473,,,1
123843407779700,78522143212,Directed,474,,,1
123843407779700,107369075998240,Directed,475,,,1
558686477511502,130379783504,Directed,476,,,1
558686477511502,455302404484122,Directed,477,,,1
558686477511502,152642552902,Directed,478,,,1
558686477511502,126450910743068,Directed,479,,,1
455302404484122,123633531001777,Directed,480,,,1
455302404484122,89146619663,Directed,481,,,1
455302404484122,322412097850538,Directed,482,,,1
455302404484122,126450910743068,Directed,483,,,1
455302404484122,148349507804,Directed,484,,,1
180981105390627,23497828950,Directed,485,,,1
145661615452159,122546285496,Directed,486,,,1
164561860226839,89146619663,Directed,487,,,1
164561860226839,181119939152,Directed,488,,,1
164561860226839,171280749364,Directed,489,,,1
164561860226839,126450910743068,Directed,490,,,1
164561860226839,148349507804,Directed,491,,,1
164561860226839,97041406678,Directed,492,,,1
164561860226839,14302129065,Directed,493,,,1
164561860226839,118465851142,Directed,494,,,1
164561860226839,100150961991,Directed,495,,,1
164561860226839,396969697034357,Directed,496,,,1
164561860226839,152642552902,Directed,497,,,1
1393875997536100,126450910743068,Directed,498,,,1
1393875997536100,111841478834264,Directed,499,,,1
1393875997536100,311865825370,Directed,500,,,1
1458628031024364,100150961991,Directed,501,,,1
1458628031024364,171280749364,Directed,502,,,1
1458628031024364,146881602044017,Directed,503,,,1
1458628031024364,216740968376511,Directed,504,,,1
1458628031024364,148349507804,Directed,505,,,1
1458628031024364,126450910743068,Directed,506,,,1
1422144111347618,97041406678,Directed,507,,,1
1422144111347618,322412097850538,Directed,508,,,1
1422144111347618,261660823858377,Directed,509,,,1
1422144111347618,148349507804,Directed,510,,,1
1422144111347618,281595673240,Directed,511,,,1
1422144111347618,62260589592,Directed,512,,,1
1422144111347618,99109427641,Directed,513,,,1
110258935668204,185914954790122,Directed,514,,,1
110258935668204,23497828950,Directed,515,,,1
110258935668204,20531316728,Directed,516,,,1
233496120151869,100355313370538,Directed,517,,,1
233496120151869,148349507804,Directed,518,,,1
233496120151869,89146619663,Directed,519,,,1
233496120151869,86869798098,Directed,520,,,1
233496120151869,35106632719,Directed,521,,,1
233496120151869,181119939152,Directed,522,,,1
311865825370,126450910743068,Directed,523,,,1
311865825370,81679398478,Directed,524,,,1
103331193141294,214920142051670,Directed,525,,,1
103331193141294,31790012966,Directed,526,,,1
103331193141294,118465851142,Directed,527,,,1
103331193141294,21793473043,Directed,528,,,1
103331193141294,86869798098,Directed,529,,,1
103331193141294,216740968376511,Directed,530,,,1
103331193141294,123905300955489,Directed,531,,,1
103331193141294,130379783504,Directed,532,,,1
103331193141294,126450910743068,Directed,533,,,1
103331193141294,148349507804,Directed,534,,,1
103331193141294,97041406678,Directed,535,,,1
103331193141294,14302129065,Directed,536,,,1
103331193141294,100150961991,Directed,537,,,1
103331193141294,377392275725373,Directed,538,,,1
550744801619236,99109427641,Directed,539,,,1
170631473120700,118465851142,Directed,540,,,1
152642552902,10675081307,Directed,541,,,1
152642552902,164561860226839,Directed,542,,,1
171280749364,186676354713214,Directed,543,,,1
201698999851422,99109427641,Directed,544,,,1
201698999851422,110258935668204,Directed,545,,,1
201698999851422,21793473043,Directed,546,,,1
201698999851422,201698999851422,Directed,547,,,1
123633531001777,13062429163,Directed,548,,,1
123633531001777,51955958533,Directed,549,,,1
488989281142595,81679398478,Directed,550,,,1
488989281142595,126450910743068,Directed,551,,,1
40360933216,221864415555,Directed,552,,,1
40360933216,35106632719,Directed,553,,,1
35106632719,14302129065,Directed,554,,,1
146040298774725,130379783504,Directed,555,,,1
146040298774725,148349507804,Directed,556,,,1
146040298774725,152642552902,Directed,557,,,1
146040298774725,106661462736035,Directed,558,,,1
130379783504,148349507804,Directed,559,,,1
130379783504,12415375791,Directed,560,,,1
130379783504,20531316728,Directed,561,,,1
130379783504,118465851142,Directed,562,,,1
130379783504,126450910743068,Directed,563,,,1
218449254862870,158190387560587,Directed,564,,,1
218449254862870,126450910743068,Directed,565,,,1
207744539290381,488989281142595,Directed,566,,,1
207744539290381,201698999851422,Directed,567,,,1
207744539290381,26399672578,Directed,568,,,1
207744539290381,126450910743068,Directed,569,,,1
315077935194478,281595673240,Directed,570,,,1
315077935194478,31790012966,Directed,571,,,1
315077935194478,216740968376511,Directed,572,,,1
315077935194478,108910425816126,Directed,573,,,1
108910425816126,78522143212,Directed,574,,,1
108910425816126,108563442514627,Directed,575,,,1
108910425816126,97041406678,Directed,576,,,1
108910425816126,111036072275150,Directed,577,,,1
213274742018085,216740968376511,Directed,578,,,1
213274742018085,245426415493484,Directed,579,,,1
213274742018085,17136313137,Directed,580,,,1
213274742018085,21793473043,Directed,581,,,1
89146619663,110505255635707,Directed,582,,,1
89146619663,187013059865,Directed,583,,,1
89146619663,108563442514627,Directed,584,,,1
89146619663,62260589592,Directed,585,,,1
89146619663,108910425816126,Directed,586,,,1
89146619663,111036072275150,Directed,587,,,1
89146619663,97041406678,Directed,588,,,1
89146619663,78522143212,Directed,589,,,1
245426415493484,123905300955489,Directed,590,,,1
245426415493484,148349507804,Directed,591,,,1
245426415493484,216740968376511,Directed,592,,,1
245426415493484,26399672578,Directed,593,,,1
245426415493484,89146619663,Directed,594,,,1
245426415493484,78522143212,Directed,595,,,1
245426415493484,97041406678,Directed,596,,,1
245426415493484,62260589592,Directed,597,,,1
187013059865,1749076975337065,Directed,598,,,1
187013059865,89146619663,Directed,599,,,1
350024555144315,78522143212,Directed,600,,,1
350024555144315,110505255635707,Directed,601,,,1
322412097850538,187013059865,Directed,602,,,1
322412097850538,108910425816126,Directed,603,,,1
322412097850538,62260589592,Directed,604,,,1
322412097850538,110505255635707,Directed,605,,,1
322412097850538,89146619663,Directed,606,,,1
322412097850538,111036072275150,Directed,607,,,1
322412097850538,108563442514627,Directed,608,,,1
322412097850538,78522143212,Directed,609,,,1
322412097850538,97041406678,Directed,610,,,1
111036072275150,187013059865,Directed,611,,,1
111036072275150,108910425816126,Directed,612,,,1
111036072275150,62260589592,Directed,613,,,1
111036072275150,78522143212,Directed,614,,,1
111036072275150,97041406678,Directed,615,,,1
110505255635707,78522143212,Directed,616,,,1
110505255635707,97041406678,Directed,617,,,1
110505255635707,187013059865,Directed,618,,,1
78522143212,108563442514627,Directed,619,,,1
78522143212,187013059865,Directed,620,,,1
78522143212,89146619663,Directed,621,,,1
78522143212,350024555144315,Directed,622,,,1
78522143212,108910425816126,Directed,623,,,1
78522143212,110505255635707,Directed,624,,,1
78522143212,111036072275150,Directed,625,,,1
78522143212,62260589592,Directed,626,,,1
78522143212,97041406678,Directed,627,,,1
179562315893006,14302129065,Directed,628,,,1
182236035192216,416458641715558,Directed,629,,,1
182236035192216,146040298774725,Directed,630,,,1
182236035192216,311865825370,Directed,631,,,1
182236035192216,168743617253,Directed,632,,,1
182236035192216,23497828950,Directed,633,,,1
182236035192216,266730506675570,Directed,634,,,1
182236035192216,14302129065,Directed,635,,,1
1597659560553215,14302129065,Directed,636,,,1
1597659560553215,216740968376511,Directed,637,,,1
1794731260742414,216740968376511,Directed,638,,,1
1794731260742414,14302129065,Directed,639,,,1
127030877316644,315077935194478,Directed,640,,,1
127030877316644,126450910743068,Directed,641,,,1
127030877316644,171280749364,Directed,642,,,1
127030877316644,261660823858377,Directed,643,,,1
127030877316644,97041406678,Directed,644,,,1
127030877316644,14302129065,Directed,645,,,1
127030877316644,148349507804,Directed,646,,,1
127030877316644,26399672578,Directed,647,,,1
127030877316644,21793473043,Directed,648,,,1
130180763686565,261660823858377,Directed,649,,,1
