Id,Label,timeset,username,category,post_activity,fan_count,talking_about_count,users_can_post,link
325105720994574,Nompays Noticias Internacional,,nompaysnoticias,Media/News Company,0.01,6089,77,yes,https://www.facebook.com/nompaysnoticias/
112054555472842,Partido Verde Ecologista de México,,,Public & Government Service,0,12796,0,no,https://www.facebook.com/pages/Partido-Verde-Ecologista-de-M%C3%A9xico/112054555472842
216740968376511,Noticias Caracol,,NoticiasCaracol,Broadcasting & Media Production Company,7.89,3791600,499010,yes,https://www.facebook.com/NoticiasCaracol/
86869798098,La Silla Vacía,,,Website,0.46,167727,7876,yes,https://www.facebook.com/La-Silla-Vacía-86869798098/
1398413350410608,Unidos por Cundinamarca,,,Community,0,1130,1,yes,https://www.facebook.com/Unidos-por-Cundinamarca-1398413350410608/
171251403059325,Jorge Ivan Ospina,,JorgeIvanOspin,Public Figure,0.06,10671,323,yes,https://www.facebook.com/JorgeIvanOspin/
425542070822039,Sandra Ortiz (Página Oficial),,sandraortizoficial,Public Figure,0.06,21677,97,yes,https://www.facebook.com/sandraortizoficial/
668120649916798,Ivan Name Vasquez Senado 2014-2018,,,Community,0,215,1,yes,https://www.facebook.com/Ivan-Name-Vasquez-Senado-2014-2018-668120649916798/
181604922036786,Omar Rodríguez Preciado,,,Cause,0,395,7,yes,https://www.facebook.com/Omar-Rodríguez-Preciado-181604922036786/
149888811887324,Carlos Lozano Guillén,,CarlosLozanoGuillen,Politician,0,1237,2,yes,https://www.facebook.com/CarlosLozanoGuillen/
214076578776623,Faustina Manrique Senadora,,,Politician,0,371,0,yes,https://www.facebook.com/Faustina-Manrique-Senadora-214076578776623/
558040727622966,Animalistas al Senado,,AnimalistasAlSenado,Community,0.13,124507,24149,yes,https://www.facebook.com/AnimalistasAlSenado/
104015739635258,Antonio Navarro Wolff,,,Politician,0,1091,0,no,https://www.facebook.com/pages/Antonio-Navarro-Wolff/104015739635258
184170865112900,Eduardo Garzón,,eduardogarzont,Politician,0,4456,0,yes,https://www.facebook.com/eduardogarzont/
20531316728,Facebook,,facebook,Local Business,0,189419269,259361,no,https://www.facebook.com/facebook/
168196156560045,Zapatos de novia sobre medidas,,,Bridal Shop,0,2845,14,yes,https://www.facebook.com/Zapatos-de-novia-sobre-medidas-168196156560045/
301197456664021,Dionisio Fernando Vélez Trujillo,,DionisioVelez,Politician,0,37460,13,no,https://www.facebook.com/DionisioVelez/
100290213460126,Nestor Daniel García,,nestordanielgarciacolorado,Politician,0.01,7872,96,yes,https://www.facebook.com/nestordanielgarciacolorado/
387710777966682,Mi Aporte es Creer,,miaporteescreer,Community,0,531,0,no,https://www.facebook.com/miaporteescreer/
171497652907018,Yo soy Verde y estoy con Enrique Peñalosa,,,Community,0,154,0,yes,https://www.facebook.com/Yo-soy-Verde-y-estoy-con-Enrique-Peñalosa-171497652907018/
290731578078,PARTIDO VERDE - CÁMARA POR BOGOTA,,pvbogota,Political Party,0,2509,2,yes,https://www.facebook.com/pvbogota/
281475481867946,Jaime Raul Salamanca,,,Politician,0.01,4123,28,yes,https://www.facebook.com/Jaime-Raul-Salamanca-281475481867946/
194971430602434,Prensa Alcaldía de Tunja,,,Media/News Company,0.43,27597,2264,no,https://www.facebook.com/Prensa-Alcaldía-de-Tunja-194971430602434/
196152333836717,Cedit,,CeditLatino,Personal Blog,0,58809,13,yes,https://www.facebook.com/CeditLatino/
155293341154786,Félix Valera,,,Interest,0,83,0,no,https://www.facebook.com/pages/F%C3%A9lix-Valera/155293341154786
335748146479328,Federación de Partidos Verdes de las Américas,,FederacionVerdesAmerica,Political Party,0,285,0,yes,https://www.facebook.com/FederacionVerdesAmerica/
136117926476442,María Clara Name Ramírez,,,Politician,0,408,0,yes,https://www.facebook.com/María-Clara-Name-Ramírez-136117926476442/
105597260718,Lucho Garzon,,LuchoGarzonOficial,Public Figure,0.01,5716,8,no,https://www.facebook.com/LuchoGarzonOficial/
231038493528,IVAN NAME VASQUEZ SENADOR,,,Government Official,0,143,1,yes,https://www.facebook.com/IVAN-NAME-VASQUEZ-SENADOR-231038493528/
136581166383109,Jorge Eduardo Londoño Ulloa,,,Politician,0.01,9499,5,yes,https://www.facebook.com/Jorge-Eduardo-Londoño-Ulloa-136581166383109/
12415375791,Fajardo,,SergioFajardoV,Politician,0.07,262290,22730,no,https://www.facebook.com/SergioFajardoV/
